word,severity,vibe,pos,
Joule,3,other,noun,
push up,1,other,verb,
wine making,2,other,noun,
nom de plume,1,other,noun,
American hellebore,3,other,noun,
alcapton,2,other,noun,
Polypedatidae,3,other,noun,
vulcanized fiber,1,other,noun,
underbodice,3,other,noun,
stagnancy,2,other,noun,
kilovolt,1,other,noun,
reenforcement,1,other,noun,
maybe,1,other,adverb,
preemptive,1,other,adjective,
American flagfish,2,other,noun,
crowing,1,other,adjective,
Susquehanna,4,other,noun,
misfire,3,other,verb,
genus Erica,2,other,noun,
face cream,4,other,noun,
convoy,1,other,verb,
diesel-electric,1,other,noun,
wireless,4,other,noun,
tod,1,other,noun,
area unit,1,other,noun,
pancreatitis,4,other,noun,
preadolescent,1,other,adjective,
Potorous,2,other,noun,
tympani,1,other,noun,
sarcoplasm,2,other,noun,
down payment,4,other,noun,
flow away,2,other,verb,
Gospel According to Mark,1,other,noun,
genus Dasyprocta,1,other,noun,
federal official,3,other,noun,
Prociphilus tessellatus,1,other,noun,
bony,3,other,adjective,
trade policy,1,other,noun,
harmonics,4,other,noun,
gray mullet,4,other,noun,
bower,3,other,verb,
worm fence,1,other,noun,
noncomprehensively,1,other,adverb,
expedient,2,other,adjective,
jolty,4,other,adjective,
ounce,2,other,noun,
disturber,2,other,noun,
Priestley,4,other,noun,
Erinaceus,2,other,noun,
genus Cladonia,2,other,noun,
zap,2,other,noun,
humble,2,other,verb,
gettable,2,other,adjective,
wishy-washy,3,other,adjective,
Saint-John's-bread,3,other,noun,
ulnar,1,other,adjective,
tracheid,4,other,noun,
unsoluble,4,other,adjective,
Catharism,4,other,noun,
topical anaesthetic,4,other,noun,
rule of thumb,3,other,noun,
manufacturing business,2,other,noun,
lilac-blue,3,other,adjective,
paleoclimatology,4,other,noun,
Boykinia,4,other,noun,
encore,3,other,verb,
expiate,4,other,verb,
ice bear,3,other,noun,
food turner,4,other,noun,
spotted bonytongue,4,other,noun,
chough,4,other,noun,
beloved,4,other,noun,
thwack,1,other,noun,
breathless,4,other,adjective,
Advanced Research and Development Activity,2,other,noun,
lap choly,4,other,noun,
North Peak,1,other,noun,
sclaff,1,other,verb,
esthetic,3,other,adjective,
Earl of Warwick,4,other,noun,
sloped,2,other,adjective,
broiler,3,other,noun,
sales demonstrator,1,other,noun,
merge,4,other,verb,
inspired,4,other,adjective,
Tripleurospermum,3,other,noun,
catalufa,4,other,noun,
Ashurbanipal,1,other,noun,
readably,1,other,adverb,
Sarcoscyphaceae,4,other,noun,
browning,4,other,noun,
ENT man,2,other,noun,
superhuman,1,other,adjective,
Eddington,2,other,noun,
sonic,4,other,adjective,
Cerambycidae,3,other,noun,
parlor grand piano,1,other,noun,
mint sauce,3,other,noun,
woodbine,2,other,noun,
greenback,2,other,noun,
genus Pecopteris,4,other,noun,
dexter,4,other,adjective,
font cartridge,4,other,noun,
Polistes annularis,1,other,noun,
infusorian,3,other,noun,
Cathartes aura,4,other,noun,
sorriness,3,other,noun,
undressed,3,other,adjective,
Pavlovian,1,other,adjective,
astronomically,4,other,adverb,
Anthony Burgess,4,other,noun,
shower room,3,other,noun,
caress,1,other,verb,
topee,2,other,noun,
scrape up,4,other,verb,
Stubbs,4,other,noun,
Mauritian,2,other,adjective,
birdfeeder,1,other,noun,
diagrammatical,2,other,adjective,
Babylon,3,other,noun,
step to the fore,4,other,verb,
jungly,1,other,adjective,
Jasminum officinale,1,other,noun,
invertebrate,1,other,adjective,
nonchurchgoing,3,other,adjective,
iron,1,other,adjective,
Fraser fir,2,other,noun,
cantillation,4,other,noun,
clear,2,other,adverb,
rugged,1,other,adjective,
south,3,other,adjective,
declared,4,other,adjective,
sponsor,3,other,verb,
myelatelia,1,other,noun,
Naiadales,3,other,noun,
in passing,4,other,adverb,
blueprint paper,4,other,noun,
Testudo graeca,2,other,noun,
surface chemistry,4,other,noun,
consciousness-altering drug,4,other,noun,
dishevel,3,other,verb,
Pleurotus,3,other,noun,
ineffable,4,other,adjective,
iPod,4,other,noun,
Eucarya,3,other,noun,
lock away,1,other,verb,
Bruckenthalia,2,other,noun,
bizarre,4,other,adjective,
boothose,1,other,noun,
Nevis,2,other,noun,
spot,4,other,noun,
takahe,4,other,noun,
divorcee,1,other,noun,
whack,4,other,noun,
heedless,3,other,adjective,
spot pass,1,other,noun,
horse tick,1,other,noun,
semiautomatic,4,other,noun,
ichthyolatry,3,other,noun,
stonefish,3,other,noun,
Democratic Republic of the Congo,3,other,noun,
tetanus,1,other,noun,
family Soricidae,1,other,noun,
woolly-headed,1,other,adjective,
improvement,3,other,noun,
phenacetin,4,other,noun,
Fellini,4,other,noun,
Charadrii,4,other,noun,
haik,2,other,noun,
modern world,3,other,noun,
incurved,2,other,adjective,
yardman,3,other,noun,
considered,1,other,adjective,
genus Fregata,4,other,noun,
dibber,1,other,noun,
Silene latifolia,2,other,noun,
unresponsiveness,2,other,noun,
particularistic,2,other,adjective,
power couple,1,other,noun,
swallow shrike,2,other,noun,
Sabin vaccine,2,other,noun,
Pontus,3,other,noun,
Saint Johns River,4,other,noun,
litter-bearer,1,other,noun,
lucent,4,other,adjective,
Fungia,4,other,noun,
stepwise,2,other,adjective,
Guevina avellana,1,other,noun,
biweekly,1,other,adverb,
thirteenth,2,other,adjective,
folding chair,4,other,noun,
crammer,2,other,noun,
jaded,4,other,adjective,
Argyrol,1,other,noun,
Indian chickweed,2,other,noun,
fencer's mask,2,other,noun,
gustatory,4,other,adjective,
aweless,4,other,adjective,
Lorre,4,other,noun,
a posteriori,4,other,adjective,
matchwood,4,other,noun,
marry,3,other,verb,
Parkinson's,4,other,noun,
Rhodymenia,3,other,noun,
argemone,4,other,noun,
flogger,4,other,noun,
crackerjack,2,other,noun,
willies,3,other,noun,
determining factor,3,other,noun,
corpus amygdaloideum,2,other,noun,
Drimys winteri,2,other,noun,
heroically,3,other,adverb,
Menai Strait,4,other,noun,
conjunctival veins,1,other,noun,
diagnostic program,2,other,noun,
Upper-Normandy,3,other,noun,
opalise,4,other,verb,
whooper,4,other,noun,
beauty parlour,3,other,noun,
Icelander,3,other,noun,
heat of vaporisation,1,other,noun,
Stuart Davis,1,other,noun,
valse,4,other,noun,
genus Kiggelaria,3,other,noun,
Prescott,4,other,noun,
Aptenodytes,2,other,noun,
kernite,3,other,noun,
promissory,1,other,adjective,
pajama,1,other,noun,
genus Azolla,3,other,noun,
II Samuel,3,other,noun,
profoundly deaf,4,other,adjective,
schizoid,4,other,adjective,
snooker table,1,other,noun,
mimeo,3,other,noun,
pityriasis,1,other,noun,
blue sage,1,other,noun,
observantly,4,other,adverb,
polycrystalline,1,other,adjective,
Coleonyx,3,other,noun,
Fasciola hepatica,2,other,noun,
zeolite,4,other,noun,
tootle,4,other,noun,
Tuatha De Danann,3,other,noun,
clearing house,1,other,noun,
quality,4,other,noun,
blitzkrieg,3,other,noun,
charismatic,2,other,adjective,
desk officer,1,other,noun,
chartered,4,other,adjective,
cutting out,2,other,noun,
sesquipedalian,2,other,adjective,
Master in Public Affairs,1,other,noun,
propositional calculus,3,other,noun,
Chagga,2,other,noun,
silverweed,1,other,noun,
common marigold,2,other,noun,
bare,4,other,adjective,
Primus,1,other,noun,
shamefacedness,3,other,noun,
synoicous,4,other,adjective,
giant schnauzer,4,other,noun,
nargileh,2,other,noun,
lens cap,1,other,noun,
school term,3,other,noun,
Connaraceae,3,other,noun,
nelfinavir,2,other,noun,
acetamide,3,other,noun,
bel canto,2,other,noun,
Bonhoeffer,3,other,noun,
Shakti,2,other,noun,
plebeian,1,other,noun,
hundred-and-fortieth,1,other,adjective,
spin the plate,3,other,noun,
baneful,3,other,adjective,
Greater Swiss Mountain dog,4,other,noun,
neuromotor,2,other,adjective,
Charles Christopher Parker,4,other,noun,
measuring unit,2,other,noun,
max out,1,other,verb,
committedness,3,other,noun,
delivery truck,3,other,noun,
biophysicist,1,other,noun,
Pompadour,2,other,noun,
Boer War,4,other,noun,
screak,4,other,verb,
confect,4,other,noun,
Betty Friedan,3,other,noun,
yellow journalism,3,other,noun,
room temperature,4,other,noun,
Rangifer tarandus,1,other,noun,
tidewater stream,2,other,noun,
Juglans regia,2,other,noun,
Bagdad,3,other,noun,
translunar,2,other,adjective,
Swazi,4,other,noun,
dicumarol,3,other,noun,
cheesecloth,3,other,noun,
silky-leaved,1,other,adjective,
shoulder mark,2,other,noun,
astomatous,3,other,adjective,
Mexican jumping bean,2,other,noun,
deskman,1,other,noun,
double-spacing,1,other,noun,
skateboarding,1,other,noun,
.38-caliber,3,other,adjective,
Phasianidae,4,other,noun,
Scleropages leichardti,2,other,noun,
peccadillo,4,other,noun,
genus Camelina,3,other,noun,
Kanchenjunga,3,other,noun,
Stoppard,3,other,noun,
asphalt,1,other,verb,
Pallas,4,other,noun,
gyroscope,3,other,noun,
blade apple,3,other,noun,
Zinsser,4,other,noun,
allegro,3,other,noun,
tip table,3,other,noun,
Saratoga,1,other,noun,
spinel ruby,4,other,noun,
bar,4,other,verb,
Tarkovsky,1,other,noun,
crake,4,other,noun,
pipe vine,4,other,noun,
American ginseng,4,other,noun,
orange grove,1,other,noun,
Botaurus stellaris,4,other,noun,
Ted,4,other,noun,
cat's-claw,4,other,noun,
color force,3,other,noun,
ice skate,2,other,verb,
family Ephemeridae,3,other,noun,
finnan,3,other,noun,
Passerina,4,other,noun,
gloatingly,4,other,adverb,
instrument,3,other,noun,
Brescia,1,other,noun,
benzoic acid,1,other,noun,
Eames chair,1,other,noun,
Cewa,3,other,noun,
replant,2,other,verb,
colonic,4,other,noun,
Kidd,4,other,noun,
legal action,3,other,noun,
honey locust,4,other,noun,
genus Mellivora,3,other,noun,
syzygy,2,other,noun,
joy,1,other,noun,
school day,4,other,noun,
plot of ground,1,other,noun,
contester,4,other,noun,
motivating,4,other,adjective,
Holocanthus tricolor,2,other,noun,
Hiram Williams,2,other,noun,
caffeine,4,other,noun,
birthplace,2,other,noun,
Amon-Ra,2,other,noun,
jocote,3,other,noun,
law of similarity,2,other,noun,
neve,3,other,noun,
dwarfism,1,other,noun,
Stictomys,1,other,noun,
tennis pro,3,other,noun,
sunny,3,other,adjective,
Stereospondyli,1,other,noun,
Sir Hans Adolf Krebs,2,other,noun,
delinquent,4,other,adjective,
crispiness,2,other,noun,
geometry teacher,1,other,noun,
cerebrospinal fluid,2,other,noun,
law of closure,4,other,noun,
reconvene,2,other,verb,
hydroplane racing,1,other,noun,
Tsuga canadensis,1,other,noun,
praiseworthy,4,other,adjective,
euglenid,2,other,noun,
personalize,1,other,verb,
palpebra conjunctiva,4,other,noun,
duologue,3,other,noun,
knife-edge,1,other,noun,
Frederick Jackson Turner,2,other,noun,
exception,3,other,noun,
linking verb,2,other,noun,
rigidly,2,other,adverb,
scratchpad,2,other,noun,
Rudolf Steiner,2,other,noun,
unarmored,2,other,adjective,
actinian,4,other,noun,
trilingual,1,other,adjective,
laugh track,3,other,noun,
Baltic State,3,other,noun,
Co-operative Republic of Guyana,1,other,noun,
Spinoza,1,other,noun,
Rostov,2,other,noun,
Pipturus,3,other,noun,
disk file,3,other,noun,
ribless,1,other,adjective,
country store,3,other,noun,
sweep oar,2,other,noun,
lost,2,other,noun,
Apis,4,other,noun,
thirsty,1,other,adjective,
calcitonin,4,other,noun,
affront,3,other,noun,
unfairness,3,other,noun,
Chlamydosaurus kingi,2,other,noun,
flesh,3,other,noun,
braless,3,other,adjective,
traineeship,3,other,noun,
Bohemian,3,other,noun,
bond-trading activity,2,other,noun,
sneaking,4,other,adjective,
latissimus dorsi,1,other,noun,
Lasiurus borealis,2,other,noun,
Einstein,3,other,noun,
Durham,3,other,noun,
dependability,1,other,noun,
submissively,4,other,adverb,
ethernet cable,1,other,noun,
mustard tree,2,other,noun,
weedless,2,other,adjective,
horizontal bar,2,other,noun,
Cayuga Lake,3,other,noun,
illogic,2,other,noun,
franc-tireur,3,other,noun,
genus Seriphidium,4,other,noun,
paragon,2,other,noun,
Anton Grigorevich Rubinstein,3,other,noun,
shot putter,2,other,noun,
shin,3,other,verb,
heterothermic,1,other,adjective,
international organisation,2,other,noun,
golden-eyed fly,2,other,noun,
command guidance,1,other,noun,
trojan,2,other,noun,
ecological succession,4,other,noun,
disrupt,1,other,verb,
gill arch,2,other,noun,
Ipsus,3,other,noun,
genus Antilocapra,2,other,noun,
genus Dendrolagus,4,other,noun,
crush,1,other,verb,
foot pedal,4,other,noun,
silver salmon,1,other,noun,
impregnability,2,other,noun,
placebo,2,other,noun,
social intercourse,4,other,noun,
banausic,2,other,adjective,
pea jacket,4,other,noun,
Taoism,1,other,noun,
determiner,2,other,noun,
orator,2,other,noun,
frankness,4,other,noun,
technical sergeant,2,other,noun,
Vermeer,4,other,noun,
nonsymbiotic,1,other,adjective,
horse grain,1,other,noun,
humanity,2,other,noun,
prison,3,other,noun,
electric doublet,2,other,noun,
phonetic symbol,4,other,noun,
effulgence,3,other,noun,
arrest warrant,1,other,noun,
saratoga,3,other,noun,
liquor licence,4,other,noun,
arsenous oxide,4,other,noun,
Nauclea,2,other,noun,
dizzily,3,other,adverb,
knobkerrie,2,other,noun,
gallantly,2,other,adverb,
write-in candidate,3,other,noun,
frangipanni,2,other,noun,
empty-headed,2,other,adjective,
suit,3,other,noun,
pathologically,1,other,adverb,
pipet,3,other,noun,
Kongfuze,1,other,noun,
Pachysandra procumbens,1,other,noun,
quitclaim deed,1,other,noun,
shore leave,4,other,noun,
genus Stegosaurus,1,other,noun,
taste property,1,other,noun,
Caliphate State,3,other,noun,
peeved,1,other,adjective,
180th,4,other,adjective,
buttress,1,other,noun,
chacma,1,other,noun,
symbolically,3,other,adverb,
Innsbruck,2,other,noun,
James Joyce,4,other,noun,
genus Magnolia,1,other,noun,
salivary duct,3,other,noun,
torque wrench,2,other,noun,
thyroxin,3,other,noun,
dressed to the nines,2,other,adjective,
beggar's-ticks,3,other,noun,
genus Tadorna,3,other,noun,
subdeacon,1,other,noun,
designed,4,other,adjective,
Maja,1,other,noun,
electrical contact,1,other,noun,
telegraph post,2,other,noun,
frankincense pine,1,other,noun,
sour mash whiskey,1,other,noun,
hypothetical,4,other,noun,
noncontentious,2,other,adjective,
dusk,1,other,verb,
glittery,3,other,adjective,
chromatin granule,2,other,noun,
coral-red,4,other,adjective,
unhurried,3,other,adjective,
araneidal,4,other,adjective,
down,1,other,noun,
oxytocin,4,other,noun,
pretence,2,other,noun,
banana tree,2,other,noun,
strap,4,other,noun,
Buganda,1,other,noun,
kicker,2,other,noun,
hard-boiled egg,2,other,noun,
Lemnaceae,1,other,noun,
Alfred Charles William Harmsworth,2,other,noun,
War of American Independence,2,other,noun,
United States Public Health Service,1,other,noun,
tamp,1,other,noun,
pate a choux,2,other,noun,
green goods,1,other,noun,
sacrilege,3,other,noun,
order Amoebina,1,other,noun,
Mexican Revolution,1,other,noun,
Streptomycetaceae,4,other,noun,
sleet,3,other,noun,
panoramic view,4,other,noun,
outrank,3,other,verb,
uncommonly,3,other,adverb,
familiarising,3,other,adjective,
epidural,4,other,adjective,
wrick,2,other,noun,
pro-choice,3,other,adjective,
Aleuria aurantia,2,other,noun,
Pomolobus pseudoharengus,1,other,noun,
surface noise,2,other,noun,
cimarron,1,other,noun,
honied,3,other,adjective,
sterculia gum,2,other,noun,
soleless,2,other,adjective,
leak fungus,3,other,noun,
rush rose,4,other,noun,
obliqueness,1,other,noun,
twiglike,3,other,adjective,
Barrie,4,other,noun,
disqualification,2,other,noun,
hard core,1,other,noun,
upland,1,other,noun,
Poncirus trifoliata,4,other,noun,
grandstander,2,other,noun,
sporty,1,other,adjective,
jazz group,4,other,noun,
Ebionite,2,other,noun,
mikvah,1,other,noun,
OAS,4,other,noun,
hermaphrodite brig,4,other,noun,
alpha and omega,3,other,noun,
oatmeal cookie,2,other,noun,
Fannie Merritt Farmer,4,other,noun,
Suez,4,other,noun,
randomised,1,other,adjective,
balanoposthitis,1,other,noun,
genus Spyeria,1,other,noun,
Ravenna grass,3,other,noun,
bobble,2,other,noun,
taping,4,other,noun,
snuffers,2,other,noun,
expressage,3,other,noun,
side of beef,1,other,noun,
Toxicodendron vernicifluum,1,other,noun,
consecutive operation,3,other,noun,
straightener,1,other,noun,
coloured,3,other,adjective,
flunk,4,other,verb,
Pinus virginiana,1,other,noun,
moroseness,3,other,noun,
Vicia sativa,4,other,noun,
mountain spinach,4,other,noun,
second mortgage,2,other,noun,
revising,1,other,noun,
netted,4,other,adjective,
barunduki,3,other,noun,
Libyan monetary unit,4,other,noun,
joyful,1,other,adjective,
contestation,2,other,noun,
morel,2,other,noun,
servile,4,other,adjective,
schola cantorum,1,other,noun,
calm,3,other,adjective,
police van,3,other,noun,
micropaleontology,1,other,noun,
blueberry bush,1,other,noun,
hoarder,2,other,noun,
shammy,3,other,noun,
Scopes,2,other,noun,
Lycian,1,other,noun,
colloidal suspension,1,other,noun,
penalisation,2,other,noun,
Epistle of Paul the Apostle to the Romans,1,other,noun,
miffed,1,other,adjective,
double-barreled,2,other,adjective,
Lothringen,4,other,noun,
midterm,3,other,noun,
Wilson's snipe,2,other,noun,
guilty,4,other,adjective,
Alfred Habdank Skarbek Korzybski,4,other,noun,
battle of Minden,1,other,noun,
Kissinger,2,other,noun,
micromillimeter,3,other,noun,
rocky,3,other,adjective,
steel-wool pad,2,other,noun,
South-African yellowwood,2,other,noun,
Bureau of Engraving and Printing,4,other,noun,
Mycenae,4,other,noun,
Caucasian race,2,other,noun,
parimutuel,1,other,noun,
moralize,1,other,verb,
annuitant,4,other,noun,
booster station,4,other,noun,
screwing,1,other,noun,
runaway,2,other,noun,
biannually,3,other,adverb,
jackass bat,2,other,noun,
genus Cycas,2,other,noun,
economic rent,3,other,noun,
exhume,2,other,verb,
taking,3,other,noun,
vowellike,4,other,adjective,
elephant ear,1,other,noun,
Norwich terrier,3,other,noun,
heartless,2,other,adjective,
hold firm,3,other,verb,
zeal,3,other,noun,
Peristedion,4,other,noun,
flanker back,3,other,noun,
acromion,4,other,noun,
problem,1,other,noun,
Zhuang,1,other,noun,
variola,3,other,noun,
great power,3,other,noun,
sheer,4,other,verb,
chlorobenzylidenemalononitrile,2,other,noun,
order Solenogastres,4,other,noun,
longueur,4,other,noun,
komondor,4,other,noun,
box coat,3,other,noun,
Ascension,1,other,noun,
newsbreak,4,other,noun,
Doroteo Arango,2,other,noun,
cone-nosed bug,4,other,noun,
light-headedly,3,other,adverb,
colour TV tube,4,other,noun,
watery,1,other,adjective,
Bryonia alba,1,other,noun,
mugwort,4,other,noun,
mistakenly,3,other,adverb,
planchette,4,other,noun,
short-term memory,2,other,noun,
lister plow,3,other,noun,
debunking,4,other,noun,
tortuously,2,other,adverb,
dacite,2,other,noun,
butter,2,other,verb,
subclass Phytomastigina,1,other,noun,
doubting,4,other,adjective,
fowler,4,other,noun,
stalked puffball,2,other,noun,
ruthlessness,3,other,noun,
relaxin,3,other,noun,
Scombridae,1,other,noun,
taguan,1,other,noun,
ace,4,other,verb,
blue daisy,4,other,noun,
oral,4,other,adjective,
golden groundsel,4,other,noun,
genus Bufo,1,other,noun,
presidentship,4,other,noun,
channelisation,4,other,noun,
positive muon,2,other,noun,
continuo,3,other,noun,
western dewberry,2,other,noun,
tax,1,other,verb,
Omotic,4,other,noun,
Hardenbergia,4,other,noun,
adjuvant,3,other,noun,
flaming,2,other,noun,
testicle,1,other,noun,
movie projector,4,other,noun,
suborder Menotyphla,4,other,noun,
Paracheirodon,2,other,noun,
architectonics,1,other,noun,
calcimine,2,other,verb,
heat prostration,2,other,noun,
skyhook,4,other,noun,
Edward Vernon Rickenbacker,1,other,noun,
chew the fat,3,other,verb,
meadow pipit,1,other,noun,
mat up,4,other,verb,
long run,1,other,noun,
brownish yellow,1,other,noun,
hillside,1,other,noun,
Cupressaceae,1,other,noun,
hectometer,2,other,noun,
riming,2,other,adjective,
Balzacian,4,other,adjective,
ungratifying,3,other,adjective,
inutility,4,other,noun,
doubtfulness,1,other,noun,
tyrannise,2,other,verb,
tieback,1,other,noun,
anorthite,2,other,noun,
recoverable,4,other,adjective,
slow loris,2,other,noun,
Anthriscus cereifolium,4,other,noun,
Indian mongoose,1,other,noun,
temporal vein,2,other,noun,
aggressive,3,other,adjective,
ratability,4,other,noun,
wire wool,4,other,noun,
hydraulic pump,1,other,noun,
department of English,1,other,noun,
almond tree,4,other,noun,
caddy,2,other,noun,
island of Guernsey,1,other,noun,
nonstandard,3,other,adjective,
straitlaced,1,other,adjective,
paternity,4,other,noun,
dipterocarp,4,other,noun,
nitroglycerin,2,other,noun,
look around,4,other,verb,
chunk,4,other,noun,
placental,3,other,adjective,
DEAE cellulose,2,other,noun,
petition,4,other,noun,
finish,4,other,noun,
corticofugal,1,other,adjective,
genus Satureia,2,other,noun,
noviciate,3,other,noun,
detonative,2,other,adjective,
empennage,1,other,noun,
genus Globicephala,2,other,noun,
river limpet,2,other,noun,
good-humoredness,2,other,noun,
comprehensive,4,other,adjective,
wholesome,1,other,adjective,
order Coccidia,2,other,noun,
stand guard,1,other,verb,
pragmatically,1,other,adverb,
guile,1,other,noun,
cirrhosis of the liver,2,other,noun,
genus Monarda,2,other,noun,
labia majora,3,other,noun,
Cenozoic,2,other,adjective,
Malaysian Mujahidin Group,3,other,noun,
circulatory,2,other,adjective,
alpha software,2,other,noun,
amphibious assault,1,other,noun,
coscoroba,2,other,noun,
arrester,4,other,noun,
silverrod,2,other,noun,
family Palaemonidae,2,other,noun,
Tecophilaeacea,1,other,noun,
Preussen,4,other,noun,
order Myxobacteria,3,other,noun,
Saxon,3,other,adjective,
endocarditis,2,other,noun,
concertina,3,other,noun,
expatriate,1,other,noun,
preprandial,4,other,adjective,
process-server,2,other,noun,
circumstantiate,4,other,verb,
extemporization,4,other,noun,
Commonwealth of Puerto Rico,4,other,noun,
wood-sorrel family,2,other,noun,
Bibos gaurus,3,other,noun,
Lepiota morgani,3,other,noun,
Boletus pallidus,2,other,noun,
rustic,4,other,adjective,
square away,2,other,verb,
blue pickerel,3,other,noun,
unnameable,4,other,adjective,
army unit,1,other,noun,
nu,4,other,noun,
ventriloquist,2,other,noun,
constituted,2,other,adjective,
punctilious,3,other,adjective,
wintergreen family,4,other,noun,
Timur Lenk,2,other,noun,
gas gun,4,other,noun,
selva,4,other,noun,
dik-dik,4,other,noun,
pushup,1,other,noun,
stock-taking,4,other,noun,
nonfluent aphasia,4,other,noun,
esker,1,other,noun,
eczema,3,other,noun,
Microgramma,4,other,noun,
Orinase,1,other,noun,
outcry,2,other,verb,
drudgery,1,other,noun,
elbow,4,other,verb,
switch off,4,other,verb,
Streptosolen,2,other,noun,
convector,1,other,noun,
Angelica Archangelica,4,other,noun,
interdiction fire,1,other,noun,
genus Iberis,3,other,noun,
thighbone,2,other,noun,
wiener roast,2,other,noun,
Alaric,4,other,noun,
falanga,2,other,noun,
kerfuffle,2,other,noun,
have got,2,other,verb,
musical phrase,2,other,noun,
retem,4,other,noun,
conformable,3,other,adjective,
fifty-five,3,other,adjective,
course of lectures,3,other,noun,
fish steak,4,other,noun,
behaviorist,2,other,noun,
cutworm,1,other,noun,
serpent,3,other,noun,
gustation,3,other,noun,
William Henry Mauldin,1,other,noun,
red maids,1,other,noun,
progestin,2,other,noun,
hypodermic,4,other,noun,
grapey,1,other,adjective,
graceful,1,other,adjective,
viticulturist,4,other,noun,
semi-processed,3,other,adjective,
beaked whale,1,other,noun,
metacenter,1,other,noun,
Shakespearian,4,other,noun,
Bill of Rights,3,other,noun,
Marshal Tito,1,other,noun,
resublime,2,other,verb,
Stomatopoda,4,other,noun,
throw out of kilter,3,other,verb,
Neapolitan,1,other,adjective,
classical,1,other,adjective,
cavalier,4,other,adjective,
Irish people,2,other,noun,
suds,4,other,verb,
upset,2,other,verb,
arteria musculophrenica,1,other,noun,
radiophone,4,other,noun,
signet ring,1,other,noun,
Zaire,3,other,noun,
groundsman,3,other,noun,
thalweg,2,other,noun,
breath of fresh air,2,other,noun,
loss leader,3,other,noun,
crop-dusting,3,other,noun,
shadowboxing,2,other,noun,
turacou,2,other,noun,
jumping seed,3,other,noun,
sclerite,4,other,noun,
Labor Day,4,other,noun,
cardinal,4,other,noun,
apoplectiform,3,other,adjective,
going-over,3,other,noun,
animal scientist,1,other,noun,
wryneck,1,other,noun,
termination,2,other,noun,
pogo stick,2,other,noun,
Titus Vespasianus Augustus,1,other,noun,
pharaoh's ant,4,other,noun,
gluteal vein,2,other,noun,
Muharram,4,other,noun,
pine marten,3,other,noun,
mountain clematis,2,other,noun,
glace,4,other,adjective,
safety,3,other,noun,
licorice stick,3,other,noun,
megabyte,2,other,noun,
some,4,other,adjective,
non-poisonous,1,other,adjective,
Braunschweig,3,other,noun,
suspensory,4,other,noun,
centripetal,3,other,adjective,
Taskent,4,other,noun,
laryngotracheobronchitis,4,other,noun,
miotic drug,2,other,noun,
command overhead,1,other,noun,
hedge,2,other,noun,
mail fraud,2,other,noun,
retraining,2,other,noun,
Ebenales,1,other,noun,
pauperism,4,other,noun,
saturation point,2,other,noun,
Vithar,2,other,noun,
East Indies,1,other,noun,
osteoblast,1,other,noun,
tread,2,other,noun,
hound,2,other,verb,
Craniata,1,other,noun,
Sand,1,other,noun,
pragmatics,3,other,noun,
fairy godmother,3,other,noun,
lovelorn,1,other,adjective,
end organ,3,other,noun,
rabble,4,other,noun,
Oscar,3,other,noun,
madrigalist,3,other,noun,
common camas,3,other,noun,
Pieris brassicae,4,other,noun,
black cherry,1,other,noun,
modulated,3,other,adjective,
sticking out,3,other,adjective,
canavanine,4,other,noun,
works,4,other,noun,
Panama redwood tree,1,other,noun,
seaward,4,other,adjective,
Valerianaceae,1,other,noun,
mimosa,2,other,noun,
double-blind experiment,4,other,noun,
wattmeter,3,other,noun,
privatisation,3,other,noun,
biopsy,1,other,noun,
Stenocarpus,2,other,noun,
waw,4,other,noun,
genus Appendicularia,3,other,noun,
tub gurnard,2,other,noun,
liberty chit,2,other,noun,
immolation,4,other,noun,
chain-smoker,4,other,noun,
exile,1,other,noun,
trapezoidal,3,other,adjective,
Christmas bells,4,other,noun,
urinalysis,1,other,noun,
level,4,other,verb,
brownie mix,3,other,noun,
Tatum,4,other,noun,
adrenocorticotropic hormone,1,other,noun,
unapparent,3,other,adjective,
77,3,other,adjective,
suberic acid,4,other,noun,
nog,2,other,noun,
congealed,1,other,adjective,
Erythroxylon,1,other,noun,
unbounded,2,other,adjective,
Great Elector,4,other,noun,
udometer,1,other,noun,
butchering,1,other,noun,
issue forth,3,other,verb,
unmindfully,4,other,adverb,
archean,4,other,adjective,
salad green,1,other,noun,
Dewey decimal system,3,other,noun,
duck down,2,other,noun,
vermiculate,3,other,adjective,
family Phoenicopteridae,1,other,noun,
chloroform,3,other,verb,
symphonize,4,other,verb,
mates,1,other,noun,
corsair,4,other,noun,
stagnant,4,other,adjective,
bionic man,4,other,noun,
tushery,2,other,noun,
malicious gossip,2,other,noun,
Jasmine tobacco,3,other,noun,
eclipse,4,other,verb,
solar battery,3,other,noun,
pennyroyal,1,other,noun,
screw tree,2,other,noun,
marched upon,1,other,adjective,
carunculous,3,other,adjective,
Gulf of Finland,3,other,noun,
make vibrant sounds,4,other,verb,
lamentable,1,other,adjective,
clip,1,other,noun,
geometry,1,other,noun,
Dryopteridaceae,2,other,noun,
snake fern,2,other,noun,
trade unionist,3,other,noun,
junk pile,2,other,noun,
discouraging,2,other,adjective,
narrow-leaf cattail,3,other,noun,
pilot,2,other,noun,
Louis Jolliet,4,other,noun,
duchy,2,other,noun,
John Paul Jones,4,other,noun,
selective information,3,other,noun,
rescuer,4,other,noun,
Narthecium ossifragum,3,other,noun,
Princeton,4,other,noun,
sublimity,1,other,noun,
Milhaud,2,other,noun,
ingrate,1,other,noun,
fiberboard,2,other,noun,
insularism,3,other,noun,
